hhid,round,comment,s7q1a,s7q1a2,s7q1b,s7q1b2,s7q1c,s7q1c2,s7q2,s7q4a,s7q4a2,s7q4b,s7q4b2,s7q5a,s7q5a2,s7q5b,s7q5b2,s7q5c,s7q5c2,s7q5d,s7q5d2,s7q5e,s7q5e2,s7q5f,s7q5f2,s7q6,s7q6a,s7q6b,s7q6c,s7q6d,s7q6e,s7q7,s7q8a,s7q8b,s7q8c,s7q8d,s7q8e,s7q8f,s7q8g,s7q8h,s7q8i,s7q8j,s7q8_other,s7q9_1,s7q9_2,s7q9_3
4053,3,0,,,,,,,Above normal,Source of food from milk,,Source of income from selling meat,,Food aid,,Food aid,,Livestock keeping,,Livestock keeping,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
4053,4,0,,,,,,,Above normal,Source of food from milk,.,Source of income from livestock trading,.,Livestock keeping,,Livestock trading,,Livestock keeping,,Livestock keeping,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,
4053,5,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Cash transfers (CARE),,Livestock keeping,,,,,,,0,0,0,0,,No,,,,,,,,,,,,,,
4053,6,0,,,,,,,Somewhat below normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,Yes,No,No,No,No,No,,Sell livestock,,
4054,1,,Lack of rain and forage availability,,Disease outbreak,,Raiding,,Above normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.44999999,,,,,,,,,,,,,,,,,,,,
4054,2,,,,,,,,Normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,1,2,2,,,,,,,,,,,,,,,,
4054,3,0,,,,,,,Much below normal,Source of household saving and status,,Source of food from meat and blood,,Livestock trading,,Food aid,,Food aid,,Livestock trading,,,,,,,3,4,2,3,,,,,,,,,,,,,,,,
4054,4,0,,,,,,,Normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,1,2,3,,,,,,,,,,,,,,,,
4054,5,0,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Transfer from family (outside of hh),,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,0,1,1,,Yes,No,No,No,No,No,No,No,No,No,No,,,,
4054,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,No,No,No,No,No,No,No,No,No,,,,
4055,1,,Lack of rain and forage availability,,Disease outbreak,,Raiding,,Above normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.5,,,,,,,,,,,,,,,,,,,,
4055,2,,,,,,,,Somewhat below normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,12,9,9,,,,,,,,,,,,,,,,
4055,3,0,,,,,,,Above normal,Source of income from selling meat,,Source of household saving and status,,Cash transfers (CARE),,Livestock keeping,,Livestock keeping,,Food aid,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,
4055,4,0,,,,,,,Somewhat below normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Petty trading,,Livestock keeping,,Livestock keeping,,,,,,,3,9,8,5,,,,,,,,,,,,,,,,
4055,5,0,,,,,,,Normal,Source of income from selling livestock,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,1,1,4,,No,,,,,,,,,,,,,,
4055,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,No,No,No,Yes,No,No,,,,
4056,1,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),HEAVY RAIN,Normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.25,,,,,,,,,,,,,,,,,,,,
4056,2,,,,,,,,Normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,3,4,3,,,,,,,,,,,,,,,,
4056,3,0,,,,,,,Above normal,Source of household saving and status,,Source of income from livestock trading,,Livestock trading,,Livestock trading,,Livestock trading,,Livestock trading,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
4056,4,0,,,,,,,Normal,Source of household saving and status,.,Source of food from milk,.,Cash transfers (CARE),,Livestock keeping,,Cash transfers (CARE),,Cash transfers (CARE),,,,,,,2,3,1,1,,,,,,,,,,,,,,,,
4056,5,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,1,2,2,,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,Rely on assistance from others
4056,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Sustainable,,No,No,No,No,No,No,No,Yes,No,No,,,,
4057,1,,Lack of rain and forage availability,,Disease outbreak,,Raiding,,Normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.1,,,,,,,,,,,,,,,,,,,,
4057,2,,,,,,,,Somewhat below normal,Source of income from livestock trading,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,3,10,5,,,,,,,,,,,,,,,,
4057,3,0,,,,,,,Somewhat below normal,Source of food from milk,,Source of food from meat and blood,,Cash transfers (CARE),,Livestock trading,,Food aid,,Food aid,,,,,,,2,4,2,2,,,,,,,,,,,,,,,,
4057,4,0,,,,,,,Normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Food aid,,Livestock keeping,,Livestock keeping,,,,,,,0,1,2,2,,,,,,,,,,,,,,,,
4057,5,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Cash transfers (CARE),,Cash transfers (CARE),,Livestock keeping,,,,,,,0,0,0,0,,No,,,,,,,,,,,,,,
4057,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,No,No,No,Yes,No,No,,,,
4058,1,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),HEAVY RAIN,Normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.25,,,,,,,,,,,,,,,,,,,,
4058,2,,,,,,,,Normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,2,5,6,,,,,,,,,,,,,,,,
4058,3,0,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Cash transfers (CARE),,Livestock keeping,,Livestock keeping,,Food aid,,,,,,,1,4,3,4,,,,,,,,,,,,,,,,
4058,4,0,,,,,,,Normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,
4058,5,0,,,,,,,Above normal,Source of food from milk,,Source of income from selling livestock,,Livestock keeping,,Livestock keeping,,Cash transfers (CARE),,Cash transfers (CARE),,,,,,,0,1,0,2,,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,Reduce the number of meals eaten each day,Sell livestock,Rely on assistance from others
4058,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,No,No,No,No,No,No,,,,
4059,1,,Conflict,,Disease outbreak,,Raiding,,Normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.25,,,,,,,,,,,,,,,,,,,,
4059,2,,,,,,,,Normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,5,4,6,3,,,,,,,,,,,,,,,,
4059,3,0,,,,,,,Somewhat below normal,Source of food from milk,,Source of food from meat and blood,,Cash transfers (CARE),,Food aid,,Livestock keeping,,Food aid,,,,,,,2,12,7,10,,,,,,,,,,,,,,,,
4059,4,0,,,,,,,Much below normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Cash transfers (CARE),,Livestock keeping,,Livestock keeping,,,,,,,4,7,4,10,,,,,,,,,,,,,,,,
4059,5,0,,,,,,,Normal,Source of food from milk,,Other (specify),no enough livestock for other purposes,Transfer from family (outside of hh),,Transfer from family (outside of hh),,Transfer from family (outside of hh),,Transfer from family (outside of hh),,,,,,,0,0,0,0,,Yes,No,No,Yes,No,No,No,No,No,No,No,,Rely on assistance from others,,
4059,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,No,No,No,No,No,No,,,,
4060,1,,Lack of rain and forage availability,,Disease outbreak,,Raiding,,Normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.2,,,,,,,,,,,,,,,,,,,,
4060,2,,,,,,,,Much below normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,4,12,9,10,,,,,,,,,,,,,,,,
4060,3,0,,,,,,,Normal,Source of income from livestock trading,,Source of household saving and status,,Livestock trading,,Food aid,,Livestock trading,,Livestock trading,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,
4060,4,0,,,,,,,Normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,0,1,2,,,,,,,,,,,,,,,,
4060,5,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,2,3,3,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,,Sell livestock,Increase non-livestock activities,Reduce the number of meals eaten each day
4060,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,No,No,No,Yes,No,No,No,No,No,,Sell livestock,,
4061,1,,Lack of rain and forage availability,,Disease outbreak,,Raiding,,Normal,Source of food from meat and blood,,Source of food from milk,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Year-round wage/salaried employment,,Livestock keeping,,Livestock keeping,,.15000001,,,,,,,,,,,,,,,,,,,,
4062,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.15000001,,,,,,,,,,,,,,,,,,,,
4062,2,,,,,,,,Somewhat below normal,Source of income from livestock trading,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,3,6,5,,,,,,,,,,,,,,,,
4062,4,0,Lack of rain and forage availability,,Conflict,,Disease outbreak,,Somewhat below normal,Source of household saving and status,.,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,3,3,2,6,,,,,,,,,,,,,,,,
4062,5,0,,,,,,,Above normal,Source of food from milk,,Source of income from selling livestock,,Livestock keeping,,Cash transfers (CARE),,Livestock keeping,,Cash transfers (CARE),,,,,,,0,1,0,0,,No,,,,,,,,,,,,,,
4062,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,No,No,No,Yes,No,No,,,,
4063,1,,Lack of rain and forage availability,,Disease outbreak,,Raiding,,Above normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.5,,,,,,,,,,,,,,,,,,,,
4063,2,,,,,,,,Above normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,2,0,0,,,,,,,,,,,,,,,,
4063,3,0,,,,,,,Above normal,Source of food from meat and blood,,Source of income from livestock trading,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
4063,4,0,,,,,,,Normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,3,2,4,,,,,,,,,,,,,,,,
4063,5,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,0,1,1,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,
4063,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,Yes,No,No,No,No,No,,Sell livestock,,
4064,1,,Lack of rain and forage availability,,Disease outbreak,,Raiding,,Above normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.5,,,,,,,,,,,,,,,,,,,,
4064,2,,,,,,,,Much below normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,2,7,12,15,,,,,,,,,,,,,,,,
4064,3,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Food aid,,Food aid,,Food aid,,Food aid,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
4064,4,0,,,,,,,Somewhat below normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Cash transfers (CARE),,Food aid,,Cash transfers (CARE),,,,,,,4,9,7,5,,,,,,,,,,,,,,,,
4064,5,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,2,3,3,,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,Rely more on food aid
4064,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,No,No,No,Yes,No,No,,,,
4065,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Above normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
4065,2,,,,,,,,Somewhat below normal,Source of income from livestock trading,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,2,10,12,13,,,,,,,,,,,,,,,,
4066,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.2,,,,,,,,,,,,,,,,,,,,
4066,2,,,,,,,,Much below normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,3,17,13,13,,,,,,,,,,,,,,,,
4066,3,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Food aid,,Food aid,,Food aid,,Cash transfers (CARE),,,,,,,2,1,2,2,,,,,,,,,,,,,,,,
4066,4,0,,,,,,,Somewhat below normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,3,9,8,6,,,,,,,,,,,,,,,,
4066,5,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Transfer from family (outside of hh),,Livestock keeping,,Transfer from family (outside of hh),,,,,,,0,0,2,2,,Yes,No,No,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely on assistance from others,
4066,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,Yes,No,No,No,No,No,No,No,,Rely on assistance from others,,
4067,1,,Lack of rain and forage availability,,Disease outbreak,,Other (specify),PREDATION,Normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.15000001,,,,,,,,,,,,,,,,,,,,
4068,1,,Lack of rain and forage availability,,Disease outbreak,,Raiding,,Normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.15000001,,,,,,,,,,,,,,,,,,,,
4068,2,,,,,,,,Much below normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,2,10,10,,,,,,,,,,,,,,,,
4068,3,0,,,,,,,Normal,Source of income from livestock trading,,Source of food from milk,,Livestock trading,,Livestock trading,,Livestock keeping,,Livestock trading,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
4068,4,0,,,,,,,Somewhat below normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Food aid,,,,,,,3,9,10,8,,,,,,,,,,,,,,,,
4068,5,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,1,3,3,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,
4068,6,0,,,,,,,Much below normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,No,No,No,Yes,No,No,No,No,No,,Sell livestock,,
4069,1,,Lack of rain and forage availability,,Disease outbreak,,Raiding,,Normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
4069,2,,,,,,,,Much below normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,3,5,4,,,,,,,,,,,,,,,,
4069,4,0,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Much below normal,Source of food from milk,.,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Cash transfers (CARE),,Cash transfers (CARE),,Livestock keeping,,Livestock keeping,,,3,3,4,3,,,,,,,,,,,,,,,,
4069,5,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,1,0,2,,No,,,,,,,,,,,,,,
4069,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,No,No,No,No,No,No,Yes,No,No,,,,
4070,1,,Lack of rain and forage availability,,Disease outbreak,,Raiding,,Normal,Source of food from meat and blood,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.15000001,,,,,,,,,,,,,,,,,,,,
4070,2,,,,,,,,Much below normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,2,6,8,10,,,,,,,,,,,,,,,,
4070,3,0,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Cash transfers (CARE),,Livestock keeping,,Food aid,,Food aid,,,,,,,1,2,1,1,,,,,,,,,,,,,,,,
4070,4,0,,,,,,,Normal,Source of food from milk,.,Source of household saving and status,.,Livestock keeping,,Livestock keeping,,Cash transfers (CARE),,Cash transfers (CARE),,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
