hhid,round,comment,s9q6a,s9q6b,s9q6c,s9q7a,s9q7b,s9q7c,s9q8a,s9q8b,s9q8c,s9q9,s9q10a,s9q10b,s9q10c,s9q11a,s9q11b,s9q11c,s9q12a,s9q12b,s9q12c,s9q13a,s9q13b,s9q13c,s9q14a,s9q14b,s9q14c,s9q14d,s9q14e,s9q15a,s9q15b,s9q15c,s9q15d,s9q15e,s9q16_1,s9q16_2,s9q16a,s9q16b,s9q16c,s9q16d,s9q16e,s9q16f1,s9q16f2,s9q17a,s9q17b,s9q17c,s9q17d,s9q17e,s9q18a,s9q18b,s9q18c,s9q18d,s9q18e,s9q19a,s9q19b,s9q19c,s9q19d,s9q19e,s9q20a,s9q20b,s9q20c,s9q20d,s9q20e,s9q21a,s9q21b,s9q21c,s9q21d,s9q21e,s9q22a,s9q22b,s9q22c,s9q22d,s9q22e,s9q23a,s9q23b,s9q23c,s9q23d,s9q23e,s9q24a,s9q24b,s9q24c,s9q24d,s9q24e,s9q25a,s9q25b
6009,3,0,Yes,7,7000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6009,4,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6009,5,1,Yes,6,2500,No,,,No,,,No,,,,,,,,,,,,,Yes,8000,0,0,0,No,,,,,,,Yes,0,0,3500,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6009,6,1,Yes,1,1200,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,Yes,4000,4000,4000,4000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6009,7,,Yes,2,2000,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,8000,4000,6000,No,,,,,Yes,0,8000,4000,6000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6010,1,,Yes,12,400,Yes,12,440,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010,2,,Yes,6,2400,Yes,9,1760,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010,3,0,Yes,4,3000,Yes,9,3960,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,3250,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010,4,0,Yes,2,4150,Yes,9,4700,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010,5,0,No,,,Yes,9,2200,No,,,No,,,,,,,,,,,,,Yes,3000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010,6,1,No,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6011,1,,Yes,8,400,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,2,,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,3,0,No,,,No,,,Yes,1,300,No,,,,,,,,,,,,,No,,,,,Yes,6000,0,0,0,,,Yes,4300,3225,2150,3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,4,0,Yes,5,1030,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,5,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,6,0,No,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6011,7,,Yes,6,2700,Yes,4,3000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,Yes,9400,4700,0,0,,
6012,1,,Yes,12,400,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012,2,,Yes,6,400,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012,3,0,Yes,2,825,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,1825,0,0,0,,,Yes,4300,3225,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012,4,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,1,,Yes,12,440,Yes,9,440,Yes,12,200,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,2,,Yes,6,1600,Yes,9,440,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,3,0,Yes,12,2000,Yes,9,450,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,2150,2150,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,4,0,No,,,Yes,3,3000,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3500,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,5,0,Yes,2,1250,Yes,9,1760,Yes,9,420,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,6,0,No,,,Yes,9,3055,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,Yes,4000,4000,4000,4000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6013,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,Yes,6000,8000,4000,6000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6014,1,,Yes,12,2000,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,2,,Yes,6,800,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,3,0,Yes,4,2500,Yes,9,9000,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,3225,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,4,0,Yes,5,1200,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3500,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,5,0,No,,,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,0,0,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,6,0,Yes,1,800,Yes,3,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,No,Yes,No,,,,,No,,,,,Yes,4000,0,4000,10000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6014,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6015,1,,Yes,12,1200,Yes,9,1320,No,,,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6015,2,,Yes,6,2000,Yes,9,1760,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6015,3,0,Yes,4,2000,Yes,6,1260,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,3225,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6015,4,0,Yes,4,5400,Yes,9,3300,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,35000,3000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6015,5,0,No,,,Yes,9,7500,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6015,6,0,No,,,Yes,6,2300,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6015,7,,Yes,1,7000,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,0,6000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,Yes,3000,40000,2000,0,,
6016,1,,Yes,12,1200,Yes,9,400,No,,,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,2,,Yes,6,2000,Yes,9,440,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,3,0,Yes,4,3000,Yes,3,420,Yes,2,150,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,4,0,No,,,Yes,9,2460,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,5,0,No,,,Yes,9,2500,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,6,1,Yes,1,1160,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,20000,0,0,0,No,No,Yes,4000,4000,0,0,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6016,7,,Yes,6,2700,Yes,4,3000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,Yes,2000,2000,0,0,,
6018,1,,Yes,12,1200,Yes,9,400,Yes,12,200,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6018,2,,Yes,6,2000,Yes,9,880,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6018,3,0,Yes,12,2000,Yes,9,450,No,,,No,,,,,,,,,,,,,No,,,,,Yes,2000,0,0,0,,,Yes,4300,2150,2150,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6018,4,0,Yes,2,3100,Yes,8,2200,No,,,Yes,Food,,,1,,,40,,,300,,,No,,,,,No,,,,,,,Yes,3500,3500,0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6018,5,0,No,,,Yes,8,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6018,6,0,Yes,6,1800,Yes,9,675,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6018,7,,Yes,2,10000,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,Yes,6000,8000,4000,6000,No,,,,,No,,,,,No,,,,,No,,,,,Yes,3000,4000,2000,3000,,
6019,1,,Yes,6,3200,Yes,9,1760,No,,,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,2,,Yes,6,3200,Yes,9,1760,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,3,0,Yes,6,4500,Yes,8,430,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,3225,2150,3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,4,0,Yes,4,5400,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,5,0,Yes,9,3330,Yes,8,3000,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,0,0,3500,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,6,0,Yes,4,1000,Yes,9,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6019,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,Yes,3000,4000,2000,3000,,
6020,1,,No,,,Yes,9,400,No,,,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020,2,,Yes,5,2800,Yes,9,1320,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020,3,0,No,,,No,,,No,,,Yes,Food,,,3,,,330,,,30,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020,4,0,No,,,Yes,2,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020,5,0,No,,,Yes,9,3300,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020,6,0,No,,,Yes,2,2200,No,,,Yes,Food,,,10,,,10,,,400,,,,,,,,,,,,,Yes,,Yes,0,0,0,3000,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6020,7,,Yes,6,2700,Yes,4,6000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,Yes,8000,8000,4000,4000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6021,1,,Yes,12,480,Yes,12,200,No,,,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021,2,,Yes,6,400,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021,3,0,Yes,7,3000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,3225,2150,3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021,4,0,No,,,Yes,3,1500,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3500,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021,5,0,No,,,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021,6,0,Yes,4,2000,Yes,9,1000,No,,,Yes,Food,,,1,,,14,,,180,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6021,7,,Yes,6,1700,Yes,4,1500,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,1,,Yes,6,200,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,2,,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,3,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,4,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,5,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,6,0,No,,,Yes,9,880,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6022,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,1,,Yes,6,800,Yes,9,880,No,,,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,2,,Yes,6,2000,Yes,.b,440,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,3,0,No,,,Yes,8,3360,No,,,No,,,,,,,,,,,,,No,,,,,Yes,2500,0,0,0,,,Yes,4300,3225,2150,3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,4,0,No,,,Yes,3,2420,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,5,1,Yes,1,2900,Yes,8,2200,No,,,No,,,,,,,,,,,,,Yes,0,500,0,0,No,,,,,,,Yes,0,0,0,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,6,0,No,,,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,Yes,4000,4000,0,4000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6023,7,,No,,,Yes,3,13500,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,4000,0,0,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6024,1,,Yes,12,600,No,,,Yes,12,200,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,2,,Yes,6,1200,Yes,9,440,Yes,4,140,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,3,0,Yes,1,955,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,3350,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,4,0,Yes,6,1740,Yes,9,2200,Yes,3,1290,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,5,0,Yes,1,1100,Yes,9,1100,Yes,2,600,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,6,0,Yes,2,1160,Yes,7,1900,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6024,7,,Yes,5,5000,Yes,4,2000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6000,8000,4000,6000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6025,1,,Yes,12,2800,Yes,9,1320,Yes,12,320,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025,2,,Yes,6,2800,Yes,9,1320,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4000,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025,3,0,Yes,6,1740,Yes,9,11340,Yes,1,360,No,,,,,,,,,,,,,No,,,,,Yes,4000,0,0,0,,,Yes,4300,2150,2150,3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025,4,0,Yes,3,2310,Yes,8,3300,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,0,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6026,5,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,0,3500,0,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6026,6,0,No,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,0,0,0,2500,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6026,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027,1,,Yes,5,400,Yes,9,440,No,,,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027,2,,Yes,6,1200,Yes,9,440,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027,3,0,Yes,5,1750,Yes,9,1260,Yes,2,1000,No,,,,,,,,,,,,,Yes,0,2000,0,0,Yes,3000,2000,0,0,,,Yes,4300,3225,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027,4,0,No,,,Yes,9,1500,No,,,Yes,Food,,,1,,,8,,,500,,,No,,,,,No,,,,,,,Yes,3500,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027,5,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027,6,0,No,,,Yes,7,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
6027,7,,Yes,3,1200,No,,,No,,,Yes,,,,,,,3,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6028,1,,Yes,12,400,No,,,Yes,12,200,No,,,,,,,,,,,,,No,0,0,0,0,Yes,4300,2150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6028,2,,Yes,5,1600,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6028,3,0,Yes,12,3000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,4000,0,0,0,,,Yes,4300,3325,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6028,4,0,Yes,9,3960,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3500,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
