hhid,round,comment,itemtype,itemtype_os,s11q11
5054,4,0,Animal fodder (purchased fodder for donkey etc),,0
5054,4,0,Other supplementary animal feeding,,0
5054,4,0,Vaccinations and other veterinarian service,,200
5054,4,0,Transportation/other transaction costs for animals,,0
5054,4,0,Wages for herders,,0
5054,5,0,Other (specify),,0
5054,5,0,Water for animal consumption (that you pay for),,0
5054,5,0,Animal fodder (purchased fodder for donkey etc),,0
5054,5,0,Other supplementary animal feeding,,0
5054,5,0,Vaccinations and other veterinarian service,,600
5054,5,0,Transportation/other transaction costs for animals,,0
5054,5,0,Wages for herders,,0
5054,6,0,Other (specify),,0
5054,6,0,Water for animal consumption (that you pay for),,0
5054,6,0,Animal fodder (purchased fodder for donkey etc),,500
5054,6,0,Other supplementary animal feeding,,320
5054,6,0,Vaccinations and other veterinarian service,,210
5054,6,0,Transportation/other transaction costs for animals,,0
5054,6,0,Wages for herders,,0
5054,7,,Water for animal consumption (that you pay for),,0
5054,7,,Animal fodder (purchased fodder for donkey etc),,0
5054,7,,Other supplementary animal feeding,,0
5054,7,,Vaccinations and other veterinarian service,,0
5054,7,,Vaccinations and other veterinarian service,,1400
5054,7,,Transportation/other transaction costs for animals,,0
5054,7,,Wages for herders,,0
5055,1,,Other (specify),,0
5055,1,,Water for animal consumption (that you pay for),,0
5055,1,,Animal fodder (purchased fodder for donkey etc),,0
5055,1,,Other supplementary animal feeding,,0
5055,1,,Vaccinations and other veterinarian service,,0
5055,1,,Transportation/other transaction costs for animals,,0
5055,2,,Other (specify),,0
5055,2,,Water for animal consumption (that you pay for),,0
5055,2,,Animal fodder (purchased fodder for donkey etc),,0
5055,2,,Other supplementary animal feeding,,1000
5055,2,,Vaccinations and other veterinarian service,,0
5055,2,,Transportation/other transaction costs for animals,,0
5055,3,0,Other (specify),,0
5055,3,0,Water for animal consumption (that you pay for),,0
5055,3,0,Animal fodder (purchased fodder for donkey etc),,0
5055,3,0,Other supplementary animal feeding,,0
5055,3,0,Vaccinations and other veterinarian service,,1400
5055,3,0,Transportation/other transaction costs for animals,,0
5055,4,0,Other (specify),,0
5055,4,0,Water for animal consumption (that you pay for),,0
5055,4,0,Animal fodder (purchased fodder for donkey etc),,0
5055,4,0,Other supplementary animal feeding,,0
5055,4,0,Vaccinations and other veterinarian service,,1200
5055,4,0,Transportation/other transaction costs for animals,,0
5055,4,0,Wages for herders,,1200
5055,5,0,Other (specify),,0
5055,5,0,Water for animal consumption (that you pay for),,0
5055,5,0,Animal fodder (purchased fodder for donkey etc),,0
5055,5,0,Other supplementary animal feeding,,0
5055,5,0,Vaccinations and other veterinarian service,,1250
5055,5,0,Transportation/other transaction costs for animals,,0
5055,5,0,Wages for herders,,0
5055,6,0,Other (specify),,0
5055,6,0,Water for animal consumption (that you pay for),,0
5055,6,0,Animal fodder (purchased fodder for donkey etc),,300
5055,6,0,Other supplementary animal feeding,,0
5055,6,0,Vaccinations and other veterinarian service,,130
5055,6,0,Transportation/other transaction costs for animals,,0
5055,6,0,Wages for herders,,200
5055,7,,Water for animal consumption (that you pay for),,0
5055,7,,Animal fodder (purchased fodder for donkey etc),,0
5055,7,,Other supplementary animal feeding,,0
5055,7,,Vaccinations and other veterinarian service,,6800
5055,7,,Vaccinations and other veterinarian service,,0
5055,7,,Transportation/other transaction costs for animals,,0
5055,7,,Wages for herders,,0
5056,1,,Other (specify),,0
5056,1,,Water for animal consumption (that you pay for),,0
5056,1,,Animal fodder (purchased fodder for donkey etc),,0
5056,1,,Other supplementary animal feeding,,0
5056,1,,Vaccinations and other veterinarian service,,1200
5056,1,,Transportation/other transaction costs for animals,,0
5056,2,,Other (specify),,0
5056,2,,Water for animal consumption (that you pay for),,0
5056,2,,Animal fodder (purchased fodder for donkey etc),,0
5056,2,,Other supplementary animal feeding,,0
5056,2,,Vaccinations and other veterinarian service,,1000
5056,2,,Transportation/other transaction costs for animals,,0
5056,3,0,Other (specify),,0
5056,3,0,Water for animal consumption (that you pay for),,0
5056,3,0,Animal fodder (purchased fodder for donkey etc),,0
5056,3,0,Other supplementary animal feeding,,0
5056,3,0,Vaccinations and other veterinarian service,,500
5056,3,0,Transportation/other transaction costs for animals,,0
5056,4,0,Other (specify),,0
5056,4,0,Water for animal consumption (that you pay for),,0
5056,4,0,Animal fodder (purchased fodder for donkey etc),,0
5056,4,0,Other supplementary animal feeding,,0
5056,4,0,Vaccinations and other veterinarian service,,1000
5056,4,0,Transportation/other transaction costs for animals,,0
5056,4,0,Wages for herders,,2000
5056,5,0,Other (specify),,0
5056,5,0,Water for animal consumption (that you pay for),,2000
5056,5,0,Animal fodder (purchased fodder for donkey etc),,0
5056,5,0,Other supplementary animal feeding,,0
5056,5,0,Vaccinations and other veterinarian service,,0
5056,5,0,Transportation/other transaction costs for animals,,0
5056,5,0,Wages for herders,,0
5056,6,0,Other (specify),,0
5056,6,0,Water for animal consumption (that you pay for),,0
5056,6,0,Animal fodder (purchased fodder for donkey etc),,0
5056,6,0,Other supplementary animal feeding,,0
5056,6,1,Vaccinations and other veterinarian service,,200
5056,6,0,Transportation/other transaction costs for animals,,0
5056,6,0,Wages for herders,,0
5056,7,,Water for animal consumption (that you pay for),,0
5056,7,,Animal fodder (purchased fodder for donkey etc),,0
5056,7,,Other supplementary animal feeding,,0
5056,7,,Vaccinations and other veterinarian service,,7000
5056,7,,Vaccinations and other veterinarian service,,0
5056,7,,Transportation/other transaction costs for animals,,0
5056,7,,Wages for herders,,0
5057,1,,Other (specify),,0
5057,1,,Water for animal consumption (that you pay for),,0
5057,1,,Animal fodder (purchased fodder for donkey etc),,0
5057,1,,Other supplementary animal feeding,,0
5057,1,,Vaccinations and other veterinarian service,,500
5057,1,,Transportation/other transaction costs for animals,,0
5057,2,,Other (specify),,0
5057,2,,Water for animal consumption (that you pay for),,0
5057,2,,Animal fodder (purchased fodder for donkey etc),,0
5057,2,,Other supplementary animal feeding,,0
5057,2,,Vaccinations and other veterinarian service,,1000
5057,2,,Transportation/other transaction costs for animals,,0
5057,3,0,Other (specify),,0
5057,3,0,Water for animal consumption (that you pay for),,0
5057,3,0,Animal fodder (purchased fodder for donkey etc),,0
5057,3,0,Other supplementary animal feeding,,0
5057,3,0,Vaccinations and other veterinarian service,,1500
5057,3,0,Transportation/other transaction costs for animals,,0
5057,4,0,Other (specify),,0
5057,4,0,Water for animal consumption (that you pay for),,0
5057,4,0,Animal fodder (purchased fodder for donkey etc),,0
5057,4,0,Other supplementary animal feeding,,0
5057,4,0,Vaccinations and other veterinarian service,,500
5057,4,0,Transportation/other transaction costs for animals,,0
5057,4,0,Wages for herders,,0
5057,5,0,Other (specify),,0
5057,5,0,Water for animal consumption (that you pay for),,0
5057,5,0,Animal fodder (purchased fodder for donkey etc),,0
5057,5,0,Other supplementary animal feeding,,0
5057,5,0,Vaccinations and other veterinarian service,,3000
5057,5,0,Transportation/other transaction costs for animals,,0
5057,5,0,Wages for herders,,0
5057,6,0,Other (specify),,0
5057,6,0,Water for animal consumption (that you pay for),,0
5057,6,0,Animal fodder (purchased fodder for donkey etc),,0
5057,6,0,Other supplementary animal feeding,,0
5057,6,0,Vaccinations and other veterinarian service,,600
5057,6,0,Transportation/other transaction costs for animals,,0
5057,6,0,Wages for herders,,0
5057,7,,Water for animal consumption (that you pay for),,18500
5057,7,,Animal fodder (purchased fodder for donkey etc),,0
5057,7,,Other supplementary animal feeding,,0
5057,7,,Vaccinations and other veterinarian service,,0
5057,7,,Vaccinations and other veterinarian service,,11000
5057,7,,Transportation/other transaction costs for animals,,0
5057,7,,Wages for herders,,0
5058,1,,Other (specify),,0
5058,1,,Water for animal consumption (that you pay for),,0
5058,1,,Animal fodder (purchased fodder for donkey etc),,0
5058,1,,Other supplementary animal feeding,,0
5058,1,,Vaccinations and other veterinarian service,,350
5058,1,,Transportation/other transaction costs for animals,,0
5061,1,,Other (specify),,0
5061,1,,Water for animal consumption (that you pay for),,0
5061,1,,Animal fodder (purchased fodder for donkey etc),,0
5061,1,,Other supplementary animal feeding,,0
5061,1,,Vaccinations and other veterinarian service,,1000
5061,1,,Transportation/other transaction costs for animals,,0
5061,2,,Other (specify),,0
5061,2,,Water for animal consumption (that you pay for),,0
5061,2,,Animal fodder (purchased fodder for donkey etc),,0
5061,2,,Other supplementary animal feeding,,0
5061,2,,Vaccinations and other veterinarian service,,400
5061,2,,Transportation/other transaction costs for animals,,0
5061,3,0,Other (specify),,0
5061,3,0,Water for animal consumption (that you pay for),,0
5061,3,0,Animal fodder (purchased fodder for donkey etc),,0
5061,3,0,Other supplementary animal feeding,,0
5061,3,0,Vaccinations and other veterinarian service,,2700
5061,3,0,Transportation/other transaction costs for animals,,0
5061,4,0,Other (specify),,0
5061,4,0,Water for animal consumption (that you pay for),,0
5061,4,0,Animal fodder (purchased fodder for donkey etc),,0
5061,4,0,Other supplementary animal feeding,,0
5061,4,0,Vaccinations and other veterinarian service,,600
5061,4,0,Transportation/other transaction costs for animals,,0
5061,4,0,Wages for herders,,0
5061,5,0,Other (specify),,0
5061,5,0,Water for animal consumption (that you pay for),,0
5061,5,0,Animal fodder (purchased fodder for donkey etc),,0
5061,5,0,Other supplementary animal feeding,,0
5061,5,0,Vaccinations and other veterinarian service,,1000
5061,5,0,Transportation/other transaction costs for animals,,0
5061,5,0,Wages for herders,,0
5061,6,0,Other (specify),,0
5061,6,0,Water for animal consumption (that you pay for),,0
5061,6,0,Animal fodder (purchased fodder for donkey etc),,0
5061,6,0,Other supplementary animal feeding,,0
5061,6,0,Vaccinations and other veterinarian service,,2000
5061,6,0,Transportation/other transaction costs for animals,,0
5061,6,0,Wages for herders,,0
5061,7,,Water for animal consumption (that you pay for),,0
5061,7,,Animal fodder (purchased fodder for donkey etc),,0
5061,7,,Other supplementary animal feeding,,0
5061,7,,Vaccinations and other veterinarian service,,0
5061,7,,Vaccinations and other veterinarian service,,3500
5061,7,,Transportation/other transaction costs for animals,,0
5061,7,,Wages for herders,,6000
5066,1,,Other (specify),,0
5066,1,,Water for animal consumption (that you pay for),,0
5066,1,,Animal fodder (purchased fodder for donkey etc),,0
5066,1,,Other supplementary animal feeding,,0
5066,1,,Vaccinations and other veterinarian service,,1200
5066,1,,Transportation/other transaction costs for animals,,0
5066,2,,Other (specify),,0
5066,2,,Water for animal consumption (that you pay for),,0
5066,2,,Animal fodder (purchased fodder for donkey etc),,0
5066,2,,Other supplementary animal feeding,,0
5066,2,,Vaccinations and other veterinarian service,,0
5066,2,,Transportation/other transaction costs for animals,,0
5066,3,0,Other (specify),,0
5066,3,0,Water for animal consumption (that you pay for),,0
5066,3,0,Animal fodder (purchased fodder for donkey etc),,0
5066,3,0,Other supplementary animal feeding,,0
5066,3,0,Vaccinations and other veterinarian service,,0
5066,3,0,Transportation/other transaction costs for animals,,0
5066,4,0,Other (specify),,0
5066,4,0,Water for animal consumption (that you pay for),,0
5066,4,0,Animal fodder (purchased fodder for donkey etc),,0
5066,4,0,Other supplementary animal feeding,,0
5066,4,0,Vaccinations and other veterinarian service,,0
5066,4,0,Transportation/other transaction costs for animals,,0
5066,4,0,Wages for herders,,0
5066,5,0,Other (specify),,0
5066,5,0,Water for animal consumption (that you pay for),,0
5066,5,0,Animal fodder (purchased fodder for donkey etc),,0
5066,5,0,Other supplementary animal feeding,,0
5066,5,0,Vaccinations and other veterinarian service,,300
5066,5,0,Transportation/other transaction costs for animals,,0
5066,5,0,Wages for herders,,0
5066,6,0,Other (specify),,0
5066,6,0,Water for animal consumption (that you pay for),,0
5066,6,0,Animal fodder (purchased fodder for donkey etc),,0
5066,6,0,Other supplementary animal feeding,,0
5066,6,0,Vaccinations and other veterinarian service,,1200
5066,6,0,Transportation/other transaction costs for animals,,0
5066,6,0,Wages for herders,,0
5066,7,,Water for animal consumption (that you pay for),,0
5066,7,,Animal fodder (purchased fodder for donkey etc),,0
5066,7,,Other supplementary animal feeding,,0
5066,7,,Vaccinations and other veterinarian service,,0
5066,7,,Vaccinations and other veterinarian service,,2000
